caseid,midprice
269,3.3359554
270,3.3400955
271,3.3312912
272,3.3382514
273,3.3379095
274,3.3219008
275,3.3263805
276,3.3252518
277,3.337113
278,3.3367932
279,3.329627
280,3.331427
281,3.3310215
282,3.3337085
283,3.3379328
284,3.3414567
285,3.3449454
286,3.3424256
287,3.3440423
288,3.3416038
289,3.3464897
290,3.3417444
291,3.3436854
292,3.3505077
293,3.3589482
294,3.3528464
295,3.356355
296,3.356512
297,3.3557477
298,3.356831
299,3.3541267
300,3.353343
301,3.3509443
302,3.3505526
303,3.3555937
304,3.3476362
305,3.3459191
306,3.3481772
307,3.3446882
308,3.3455236
309,3.3478734
310,3.3471017
311,3.3549955
312,3.3591127
313,3.3554738
314,3.3534458
315,3.3527625
316,3.3516183
317,3.352144
318,3.3473747
319,3.352024
320,3.351006
321,3.3577921
322,3.357538
323,3.357695
324,3.357705
325,3.3578055
326,3.3525047
327,3.3496003
328,3.3464804
329,3.3541567
330,3.3495011
331,3.3285532
332,3.3662896
333,3.2430642
334,3.2538705
335,3.2667823
336,3.264162
337,3.2603834
338,3.2668822
339,3.2606034
340,3.2615314
341,3.268528
342,3.2696207
343,3.2704144
344,3.2638617
345,3.2650287
346,3.265273
347,3.2496607
348,3.2671719
349,3.2581105
350,3.2607064
351,3.2611234
352,3.2712245
353,3.2619765
354,3.2858577
355,3.2738948
356,3.276502
357,3.2687452
358,3.2710514
359,3.268838
360,3.272103
361,3.2649455
362,3.270802
363,3.265194
364,3.2740176
365,3.254775
366,3.2699091
367,3.2400324
368,3.2511868
369,3.2350814
370,3.2622554
371,3.2569876
372,3.2576919
373,3.2562788
374,3.247321
375,3.2426386
376,3.2356672
377,3.2442849
378,3.2386534
379,3.2287793
380,3.2441618
381,3.244424
382,3.2326303
383,3.236811
384,3.259504
385,3.3389535
386,3.2627525
387,3.2330751
388,3.2384932
389,3.2159414
390,3.2314525
391,3.219274
392,3.203714
393,3.219451
394,3.2768354
395,3.2325072
396,3.2955008
397,3.2518234
398,3.2755973
399,3.2537708
400,3.2574763
401,3.254265
402,3.3116798
403,3.2061725
404,3.2627304
405,3.2328124
406,3.2579675
407,3.260561
408,3.1993995
409,3.2094631
410,3.2644875
411,3.2563124
412,3.1944647
413,3.24539
414,3.2064302
415,3.1575305
416,3.1305943
417,3.1329722
418,3.1387887
419,3.1062615
420,3.1364694
421,3.0982203
422,3.0982747
423,3.0943398
424,3.1095634
425,3.0814548
426,3.0623293
427,3.0479689
428,3.0619001
429,3.1946435
430,3.1635103
431,3.2016306
432,3.2015517
433,3.2018976
434,3.1957324
435,3.1939578
436,3.203347
437,3.1981637
438,3.1929638
439,3.192205
440,3.1911285
441,3.1864212
442,3.1884937
443,3.1854694
444,3.1878805
445,3.200658
446,3.1923277
447,3.1996799
448,3.1987884
449,3.198483
450,3.194346
451,3.1893299
452,3.1919057
453,3.1816275
454,3.1892679
455,3.18361
456,3.185769
457,3.1898189
458,3.1869907
459,3.1706576
460,3.1722264
461,3.16319
462,3.1825113
463,3.1728194
464,3.1971529
465,3.1934302
466,3.1997855
467,3.1941645
468,3.1964688
469,3.1994102
470,3.18286
471,3.2120204
472,3.215372
473,3.2193143
474,3.2395484
475,3.2332187
476,3.2381268
477,3.2505014
478,3.2451863
479,3.2424862
480,3.2491615
481,3.2613983
482,3.252192
483,3.2509735
484,3.2460635
485,3.2512126
486,3.2533574
487,3.2635505
488,3.2660751
489,3.2652922
490,3.2453458
491,3.2624202
492,3.246512
493,3.2519586
494,3.2590258
495,3.2339427
496,3.2573276
497,3.2233198
498,3.2455983
499,3.24359
500,3.2613454
501,3.2606668
502,3.2401972
503,3.244894
504,3.2602715
505,3.2563915
506,3.2484355
507,3.2271008
508,3.238837
509,3.229867
510,3.2426128
511,3.2657497
512,3.262784
513,3.234446
514,3.2602978
515,3.2149816
516,3.2501998
517,3.253849
518,3.253038
519,3.2178664
520,3.223512
521,3.261104
522,3.2312167
523,3.2467096
524,3.2252638
525,3.2456813
526,3.2347221
527,3.2331042
528,3.2424786
529,3.2411659
530,3.2311158
531,3.2304273
532,3.2222998
533,3.2132263
534,3.2323525
535,3.2342656
536,3.2349389
537,3.2461817
538,3.243437
539,3.241094
540,3.2445495
541,3.2416742
542,3.2465017
543,3.2320976
544,3.2304473
545,3.2313251
546,3.2274315
547,3.2278998
548,3.2280805
549,3.231206
550,3.226496
551,3.2209203
552,3.2190523
553,3.2250955
554,3.2217298
555,3.2227118
556,3.2245104
557,3.2275064
558,3.2277646
559,3.2239032
560,3.2196054
561,3.2198489
562,3.2212424
563,3.224822
564,3.2249153
565,3.217904
566,3.2156708
567,3.21719
568,3.210141
569,3.196393
570,3.2054765
571,3.2058709
572,3.2046678
573,3.2036085
574,3.2108
575,3.206955
576,3.2126374
577,3.2111795
578,3.213686
579,3.2104144
580,3.2088387
581,3.2064312
582,3.2195375
583,3.2181613
584,3.2057002
585,3.2159004
586,3.2044094
587,3.2125697
588,3.2092144
589,3.2052782
590,3.2111173
591,3.2164197
592,3.2091494
593,3.206351
594,3.2122717
595,3.2155542
596,3.2102585
597,3.2793505
598,3.2105572
599,3.20741
600,3.2113764
601,3.2797492
602,3.1958914
603,3.1936374
604,3.2071328
605,3.1976173
606,3.1956027
607,3.210775
608,3.21873
609,3.2120268
610,3.205429
611,3.2113514
612,3.2016008
613,3.192636
614,3.2009223
615,3.2068257
616,3.193567
617,3.213832
618,3.1861815
619,3.2073994
620,3.2108805
621,3.211084
622,3.2156863
623,3.2157068
624,3.2078238
625,3.2010498
626,3.2001562
627,3.202152
628,3.203357
629,3.2049801
630,3.20525
631,3.2106647
632,3.228563
633,3.2242064
634,3.2243328
635,3.221459
636,3.221314
637,3.2248018
638,3.2255933
639,3.2166255
640,3.2143288
641,3.2161953
642,3.214992
643,3.2148378
644,3.2140718
645,3.200973
646,3.2041342
647,3.2068439
648,3.2101855
649,3.2009554
650,3.2012517
651,3.2003381
652,3.1983185
653,3.2000694
654,3.2065227
655,3.2025998
656,3.1940448
657,3.1862333
658,3.1956072
659,3.1964011
660,3.1854372
661,3.1945837
662,3.1992905
663,3.2020838
664,3.2034507
665,3.2034848
666,3.1904066
667,3.1974337
668,3.1958635
669,3.185716
670,3.1897898
671,3.1961052
672,3.1807187
673,3.1953022
674,3.1906295
675,3.2034373
676,3.200389
677,3.2033339
678,3.2066116
679,3.2057033
680,3.203927
681,3.2084904
682,3.2136614
683,3.2196925
684,3.2172017
685,3.2082515
686,3.2020106
687,3.219742
688,3.201364
689,3.1955771
690,3.215816
691,3.2116807
692,3.2067916
693,3.1929336
694,3.1873071
695,3.1972284
696,3.1923087
697,3.1953955
698,3.1949253
699,3.1955361
700,3.2135856
701,3.2018666
702,3.1929083
703,3.1878066
704,3.2272654
705,3.2298357
706,3.1652443
707,3.213099
708,3.184985
709,3.1951513
710,3.2069745
711,3.2222655
712,3.1815114
713,3.1160824
714,3.2055411
715,3.217216
716,3.1774318
717,3.240088
718,3.2238817
719,3.2113485
720,3.2142026
721,3.1973736
722,3.1901233
723,3.1988888
724,3.1928186
725,3.1755626
726,3.1902058
727,3.1890435
728,3.2298481
729,3.1879752
730,3.170823
731,3.1771805
732,3.1709492
733,3.1733148
734,3.1746192
735,3.1786678
736,3.2666042
737,3.179819
738,3.1845775
739,3.183675
740,3.1930113
741,3.19326
742,3.2137532
743,3.2092416
744,3.2081258
745,3.2115796
746,3.2038023
747,3.213155
748,3.2031345
749,3.1996684
750,3.1942906
751,3.1953003
752,3.1999502
753,3.1999354
754,3.1904705
755,3.2003288
756,3.2034836
757,3.2020001
758,3.2030363
759,3.1912305
760,3.1951575
761,3.2489543
762,3.19869
763,3.186295
764,3.1967833
765,3.195342
766,3.1994498
767,3.1983302
768,3.2226453
769,3.1832933
770,3.1826217
771,3.163712
772,3.2056782
773,3.2006333
774,3.173591
775,3.1742055
776,3.2352457
777,3.198417
778,3.160407
779,3.2087898
780,3.2142076
781,3.176465
782,3.1753929
783,3.1916037
784,3.2025788
785,3.2039948
786,3.178395
787,3.20246
788,3.2172797
789,3.2043848
790,3.2174597
791,3.2098823
792,3.165211
793,3.2150896
794,3.2026155
795,3.2155678
796,3.2011046
797,3.1904113
798,3.2061405
799,3.1573596
800,3.2236772
801,3.2135484
802,3.143511
803,3.1637635
804,3.1735506
805,3.1667113
806,3.0747943
807,3.1286252
808,3.1160288
809,3.092865
810,3.118526
811,3.0976865
812,3.0798945
813,3.0764465
814,3.1670709
815,3.1511226
816,3.1296728
817,3.1480346
818,3.142808
819,3.1514316
820,3.1439514
821,3.1545885
822,3.1411867
823,3.145741
824,3.1402504
825,3.130202
826,3.137592
827,3.1368518
828,3.1366038
829,3.144159
830,3.124082
831,3.13305
832,3.1433687
833,3.1497583
834,3.1443222
835,3.1413133
836,3.161729
837,3.1519907
838,3.1431863
839,3.1458492
840,3.1652174
841,3.1529322
842,3.1578944
843,3.15196
844,3.149809
845,3.1397955
846,3.1416497
847,3.1395733
848,3.150734
849,3.1474361
850,3.1481311
851,3.1460404
852,3.1495268
853,3.1435242
854,3.1368425
855,3.1520042
856,3.147851
857,3.142303
858,3.13415
859,3.1340356
860,3.1427243
861,3.1543825
862,3.1482606
863,3.1532295
864,3.1546264
865,3.149424
866,3.167857
867,3.1626635
868,3.1604178
869,3.159681
870,3.1623712
871,3.1544843
872,3.1624005
873,3.1577682
874,3.162856
875,3.14037
876,3.153316
877,3.147191
878,3.1555727
879,3.1712458
880,3.1524007
881,3.1632988
882,3.158019
883,3.1654778
884,3.1670945
885,3.160519
886,3.15595
887,3.1770897
888,3.154539
889,3.1807437
890,3.1747575
891,3.162961
892,3.1590602
893,3.3148766
894,3.2112598
895,3.1417975
896,3.1814291
897,3.1598773
898,3.153093
899,3.192512
900,3.1988268
901,3.1792598
902,3.1743455
903,3.2545352
904,3.260834
905,3.5364318
906,3.1449547
907,3.1667204
908,3.0828123
909,3.1541076
910,3.1041298
911,3.078948
912,3.0690143
913,3.0824702
914,3.083646
915,3.104479
916,3.0895927
917,3.0911956
918,3.102439
919,3.0989141
920,3.0955713
921,3.097181
922,3.1035123
923,3.0971923
924,3.0906737
925,3.0919616
926,3.0968173
927,3.0986826
928,3.1238465
929,3.083206
930,3.0884795
931,3.094712
932,3.1027315
933,3.099578
934,3.1205266
935,3.1346526
936,3.13684
937,3.1322296
938,3.1400409
939,3.146069
940,3.146981
941,3.147246
942,3.1492555
943,3.1530652
944,3.1474473
945,3.1667557
946,3.15891
947,3.153916
948,3.1532514
949,3.1594043
950,3.1551754
951,3.1525807
952,3.147116
953,3.1450655
954,3.151855
955,3.146908
956,3.1863954
957,3.176901
958,3.1731803
959,3.1436906
960,3.1322043
961,3.14785
962,3.1486776
963,3.1559918
964,3.1591628
965,3.1630437
966,3.1580026
967,3.159892
968,3.1623871
969,3.1735764
970,3.2158332
971,3.1959443
972,3.2382402
973,3.1997125
974,3.1953537
975,3.198938
976,3.1866143
977,3.182591
978,3.2010515
979,3.2554305
980,3.2130632
981,3.179876
982,3.1722991
983,3.3426251
984,3.3334846
985,3.2052317
986,3.1903062
987,3.1841671
988,3.185744
989,3.1507082
990,3.179414
991,3.1576283
992,3.1265414
993,3.2309272
994,3.122531
995,3.150733
996,3.1083658
997,3.1395478
998,3.1147256
999,3.117359
1000,3.096446
